1668424089.70,90,5.60,-2.08,7.07,-1.72
1668424089.70,90,-1.89,-3.09,7.19,-4.17
1668424089.70,90,-0.28,-3.04,-nan,-nan
1668424089.70,90,2.06,-3.17,3.92,-0.95
1668424089.70,90,4.88,-2.81,7.15,-3.13
1668424089.70,90,6.60,-2.23,7.07,-1.79
1668424089.70,90,-2.42,-4.70,-nan,-nan
1668424089.70,90,-0.69,-4.50,-nan,-nan
1668424089.70,90,1.67,-4.41,-nan,-nan
1668424089.70,90,3.96,-5.02,4.13,-4.98
1668424089.70,90,5.74,-4.87,7.15,-3.13
1668424089.70,90,6.69,-3.95,7.15,-3.13
1668424089.70,90,-2.15,-6.27,-nan,-nan
1668424089.70,90,0.11,-6.07,7.17,-3.54
1668424089.70,90,2.15,-6.06,4.19,-5.95
1668424089.70,90,3.81,-5.48,4.22,-5.49
1668424089.70,90,6.94,-6.22,7.15,-3.19
1668424089.70,90,-1.95,-8.01,-nan,-nan
1668424089.70,90,-0.37,-7.74,-nan,-nan
1668424089.70,90,1.26,-7.95,4.27,-7.13
1668424089.70,90,3.46,-7.91,4.28,-7.12
1668424089.70,90,5.29,-7.77,7.14,-3.12
1668424089.70,90,6.62,-7.85,7.50,-7.26
1668424089.70,90,-2.14,-9.32,3.35,-9.98
1668424089.70,90,-0.48,-9.33,3.63,-9.97
1668424089.70,90,1.33,-8.87,3.91,-9.96
1668424089.70,90,3.71,-9.70,3.96,-9.96
1668424089.70,90,-0.60,-10.01,3.64,-9.97
1668424089.70,90,5.18,-9.42,4.55,-9.93
1668424089.70,90,7.35,-9.10,-nan,-nan
1668424089.70,90,7.35,-9.10,-nan,-nan
1668424089.70,100,-2.76,4.21,3.62,4.98
1668424089.70,100,-0.75,3.96,3.60,4.98
1668424089.70,100,1.10,4.31,3.62,4.98
1668424089.70,100,3.42,4.45,5.86,4.87
1668424089.70,100,5.17,4.86,5.86,4.87
1668424089.70,100,-2.87,2.51,-nan,-nan
1668424089.70,100,-1.24,2.83,3.63,4.98
1668424089.70,100,1.44,2.83,3.62,4.98
1668424089.70,100,3.24,3.18,5.87,4.86
1668424089.70,100,4.46,3.17,5.87,4.86
1668424089.70,100,5.56,3.97,5.87,4.87
1668424089.70,100,5.53,0.98,3.73,0.63
1668424089.70,100,2.56,0.74,3.84,-0.11
1668424089.70,100,-0.38,0.18,3.87,-0.27
1668424089.70,100,-2.41,0.76,-nan,-nan
1668424089.70,100,-2.15,-2.05,-nan,-nan
1668424089.70,100,-0.07,-0.98,3.94,-1.01
1668424089.70,100,2.09,-1.35,3.90,-0.75
1668424089.70,100,3.97,-1.76,3.90,-0.86
1668424089.70,100,5.60,-2.08,3.91,-1.02
1668424089.70,100,-1.89,-3.09,7.19,-4.17
